query_id	query	category	expected_doc	relevance	answer_mode	span_start	span_end	page	answer_text	expected_answer	citations	version_mode	query_time	as_of	version_context	conflict_context	judgments
q-0061	Trong kế hoạch triển khai đối soát thanh toán, để bố trí nguồn lực và báo cáo tiến độ đúng hạn, hồ sơ HS-2027-008 phải hoàn tất chính xác vào ngày nào?	long_context	gold-008	3	answer	169	220		Hạn hoàn tất là ngày 12 tháng 09 năm 2026.	Hạn hoàn tất là ngày 12 tháng 09 năm 2026.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""3d1b1113b39c500237d480a3e226c52781fd4c4d82cc9a17bfbafeb27fde012f"",""documentId"":""gold-008"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":220,""isCurrent"":true,""logicalDocumentId"":""logical-gold-008"",""page"":null,""quote"":""Hạn hoàn tất là ngày 12 tháng 09 năm 2026."",""start"":169,""versionId"":""version-gold-008-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-008-v1""],""currentVersionId"":""version-gold-008-v1"",""logicalDocumentId"":""logical-gold-008""}"	{}	"{""gold-008"":3,""gold-017"":1,""gold-026"":1}"
q-0062	han hoan tat hs-2027-008 la ngay nao	diacritic_variant	gold-008	3	answer	169	220		Hạn hoàn tất là ngày 12 tháng 09 năm 2026.	Hạn hoàn tất là ngày 12 tháng 09 năm 2026.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""3d1b1113b39c500237d480a3e226c52781fd4c4d82cc9a17bfbafeb27fde012f"",""documentId"":""gold-008"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":220,""isCurrent"":true,""logicalDocumentId"":""logical-gold-008"",""page"":null,""quote"":""Hạn hoàn tất là ngày 12 tháng 09 năm 2026."",""start"":169,""versionId"":""version-gold-008-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-008-v1""],""currentVersionId"":""version-gold-008-v1"",""logicalDocumentId"":""logical-gold-008""}"	{}	"{""gold-008"":3,""gold-017"":1,""gold-026"":1}"
q-0063	Đơn vị nào phụ trách hồ sơ HS-2027-008?	named_entity	gold-008	3	answer	222	274		Đơn vị phụ trách là Phòng Nhân sự (PNS).	Đơn vị phụ trách là Phòng Nhân sự (PNS).	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""3d1b1113b39c500237d480a3e226c52781fd4c4d82cc9a17bfbafeb27fde012f"",""documentId"":""gold-008"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":274,""isCurrent"":true,""logicalDocumentId"":""logical-gold-008"",""page"":null,""quote"":""Đơn vị phụ trách là Phòng Nhân sự (PNS)."",""start"":222,""versionId"":""version-gold-008-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-008-v1""],""currentVersionId"":""version-gold-008-v1"",""logicalDocumentId"":""logical-gold-008""}"	{}	"{""gold-008"":3,""gold-017"":1,""gold-026"":1}"
q-0064	PNS phụ trách hồ sơ HS-2027-008 phải không?	abbreviation	gold-008	3	answer	222	274		Đơn vị phụ trách là Phòng Nhân sự (PNS).	Đơn vị phụ trách là Phòng Nhân sự (PNS).	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""3d1b1113b39c500237d480a3e226c52781fd4c4d82cc9a17bfbafeb27fde012f"",""documentId"":""gold-008"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":274,""isCurrent"":true,""logicalDocumentId"":""logical-gold-008"",""page"":null,""quote"":""Đơn vị phụ trách là Phòng Nhân sự (PNS)."",""start"":222,""versionId"":""version-gold-008-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-008-v1""],""currentVersionId"":""version-gold-008-v1"",""logicalDocumentId"":""logical-gold-008""}"	{}	"{""gold-008"":3,""gold-017"":1,""gold-026"":1}"
q-0065	Mã hồ sơ của “Hồ sơ lưu trữ hồ sơ số 09” là gì?	named_entity	gold-009	3	answer	73	102		Mã hồ sơ là HS-2028-009.	Mã hồ sơ là HS-2028-009.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""712e6d9c485fbb43cc1f72b3568cff60859ebb592c771b30c8641677f3510b1d"",""documentId"":""gold-009"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":102,""isCurrent"":true,""logicalDocumentId"":""logical-gold-009"",""page"":null,""quote"":""Mã hồ sơ là HS-2028-009."",""start"":73,""versionId"":""version-gold-009-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-009-v1""],""currentVersionId"":""version-gold-009-v1"",""logicalDocumentId"":""logical-gold-009""}"	{}	"{""gold-009"":3,""gold-018"":1,""gold-027"":1}"
q-0066	ma ho so cua ho so luu tru ho so so 09 la gi	diacritic_variant	gold-009	3	answer	73	102		Mã hồ sơ là HS-2028-009.	Mã hồ sơ là HS-2028-009.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""712e6d9c485fbb43cc1f72b3568cff60859ebb592c771b30c8641677f3510b1d"",""documentId"":""gold-009"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":102,""isCurrent"":true,""logicalDocumentId"":""logical-gold-009"",""page"":null,""quote"":""Mã hồ sơ là HS-2028-009."",""start"":73,""versionId"":""version-gold-009-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-009-v1""],""currentVersionId"":""version-gold-009-v1"",""logicalDocumentId"":""logical-gold-009""}"	{}	"{""gold-009"":3,""gold-018"":1,""gold-027"":1}"
q-0067	Ngân sách của hồ sơ HS-2028-009 là bao nhiêu?	numeric_fact	gold-009	3	answer	104	162		Ngân sách được phê duyệt là 273 triệu đồng.	Ngân sách được phê duyệt là 273 triệu đồng.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""712e6d9c485fbb43cc1f72b3568cff60859ebb592c771b30c8641677f3510b1d"",""documentId"":""gold-009"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":162,""isCurrent"":true,""logicalDocumentId"":""logical-gold-009"",""page"":null,""quote"":""Ngân sách được phê duyệt là 273 triệu đồng."",""start"":104,""versionId"":""version-gold-009-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-009-v1""],""currentVersionId"":""version-gold-009-v1"",""logicalDocumentId"":""logical-gold-009""}"	{}	"{""gold-009"":3,""gold-018"":1,""gold-027"":1}"
q-0068	ngan sach ho so hs-2028-009 bao nhieu	diacritic_variant	gold-009	3	answer	104	162		Ngân sách được phê duyệt là 273 triệu đồng.	Ngân sách được phê duyệt là 273 triệu đồng.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""712e6d9c485fbb43cc1f72b3568cff60859ebb592c771b30c8641677f3510b1d"",""documentId"":""gold-009"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":162,""isCurrent"":true,""logicalDocumentId"":""logical-gold-009"",""page"":null,""quote"":""Ngân sách được phê duyệt là 273 triệu đồng."",""start"":104,""versionId"":""version-gold-009-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-009-v1""],""currentVersionId"":""version-gold-009-v1"",""logicalDocumentId"":""logical-gold-009""}"	{}	"{""gold-009"":3,""gold-018"":1,""gold-027"":1}"
q-0069	Trong kế hoạch triển khai lưu trữ hồ sơ, để bố trí nguồn lực và báo cáo tiến độ đúng hạn, hồ sơ HS-2028-009 phải hoàn tất chính xác vào ngày nào?	long_context	gold-009	3	answer	164	215		Hạn hoàn tất là ngày 13 tháng 10 năm 2026.	Hạn hoàn tất là ngày 13 tháng 10 năm 2026.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""712e6d9c485fbb43cc1f72b3568cff60859ebb592c771b30c8641677f3510b1d"",""documentId"":""gold-009"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":215,""isCurrent"":true,""logicalDocumentId"":""logical-gold-009"",""page"":null,""quote"":""Hạn hoàn tất là ngày 13 tháng 10 năm 2026."",""start"":164,""versionId"":""version-gold-009-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-009-v1""],""currentVersionId"":""version-gold-009-v1"",""logicalDocumentId"":""logical-gold-009""}"	{}	"{""gold-009"":3,""gold-018"":1,""gold-027"":1}"
q-0070	han hoan tat hs-2028-009 la ngay nao	diacritic_variant	gold-009	3	answer	164	215		Hạn hoàn tất là ngày 13 tháng 10 năm 2026.	Hạn hoàn tất là ngày 13 tháng 10 năm 2026.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""712e6d9c485fbb43cc1f72b3568cff60859ebb592c771b30c8641677f3510b1d"",""documentId"":""gold-009"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":215,""isCurrent"":true,""logicalDocumentId"":""logical-gold-009"",""page"":null,""quote"":""Hạn hoàn tất là ngày 13 tháng 10 năm 2026."",""start"":164,""versionId"":""version-gold-009-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-009-v1""],""currentVersionId"":""version-gold-009-v1"",""logicalDocumentId"":""logical-gold-009""}"	{}	"{""gold-009"":3,""gold-018"":1,""gold-027"":1}"
q-0071	Đơn vị nào phụ trách hồ sơ HS-2028-009?	named_entity	gold-009	3	answer	217	275		Đơn vị phụ trách là Trung tâm Dữ liệu (TTDL).	Đơn vị phụ trách là Trung tâm Dữ liệu (TTDL).	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""712e6d9c485fbb43cc1f72b3568cff60859ebb592c771b30c8641677f3510b1d"",""documentId"":""gold-009"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":275,""isCurrent"":true,""logicalDocumentId"":""logical-gold-009"",""page"":null,""quote"":""Đơn vị phụ trách là Trung tâm Dữ liệu (TTDL)."",""start"":217,""versionId"":""version-gold-009-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-009-v1""],""currentVersionId"":""version-gold-009-v1"",""logicalDocumentId"":""logical-gold-009""}"	{}	"{""gold-009"":3,""gold-018"":1,""gold-027"":1}"
q-0072	TTDL phụ trách hồ sơ HS-2028-009 phải không?	abbreviation	gold-009	3	answer	217	275		Đơn vị phụ trách là Trung tâm Dữ liệu (TTDL).	Đơn vị phụ trách là Trung tâm Dữ liệu (TTDL).	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""712e6d9c485fbb43cc1f72b3568cff60859ebb592c771b30c8641677f3510b1d"",""documentId"":""gold-009"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":275,""isCurrent"":true,""logicalDocumentId"":""logical-gold-009"",""page"":null,""quote"":""Đơn vị phụ trách là Trung tâm Dữ liệu (TTDL)."",""start"":217,""versionId"":""version-gold-009-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-009-v1""],""currentVersionId"":""version-gold-009-v1"",""logicalDocumentId"":""logical-gold-009""}"	{}	"{""gold-009"":3,""gold-018"":1,""gold-027"":1}"
q-0073	Mã hồ sơ của “Hồ sơ quy trình mua sắm số 10” là gì?	named_entity	gold-010	3	answer	74	103		Mã hồ sơ là HS-2026-010.	Mã hồ sơ là HS-2026-010.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""4187e4caaf8324e1e0d6f3ab5c3eb64f01f33cea50aafa0a9e6da82e5587b054"",""documentId"":""gold-010"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":103,""isCurrent"":true,""logicalDocumentId"":""logical-gold-010"",""page"":null,""quote"":""Mã hồ sơ là HS-2026-010."",""start"":74,""versionId"":""version-gold-010-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-010-v1""],""currentVersionId"":""version-gold-010-v1"",""logicalDocumentId"":""logical-gold-010""}"	{}	"{""gold-001"":1,""gold-010"":3,""gold-019"":1}"
q-0074	ma ho so cua ho so quy trinh mua sam so 10 la gi	diacritic_variant	gold-010	3	answer	74	103		Mã hồ sơ là HS-2026-010.	Mã hồ sơ là HS-2026-010.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""4187e4caaf8324e1e0d6f3ab5c3eb64f01f33cea50aafa0a9e6da82e5587b054"",""documentId"":""gold-010"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":103,""isCurrent"":true,""logicalDocumentId"":""logical-gold-010"",""page"":null,""quote"":""Mã hồ sơ là HS-2026-010."",""start"":74,""versionId"":""version-gold-010-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-010-v1""],""currentVersionId"":""version-gold-010-v1"",""logicalDocumentId"":""logical-gold-010""}"	{}	"{""gold-001"":1,""gold-010"":3,""gold-019"":1}"
q-0075	Ngân sách của hồ sơ HS-2026-010 là bao nhiêu?	numeric_fact	gold-010	3	answer	105	163		Ngân sách được phê duyệt là 290 triệu đồng.	Ngân sách được phê duyệt là 290 triệu đồng.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""4187e4caaf8324e1e0d6f3ab5c3eb64f01f33cea50aafa0a9e6da82e5587b054"",""documentId"":""gold-010"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":163,""isCurrent"":true,""logicalDocumentId"":""logical-gold-010"",""page"":null,""quote"":""Ngân sách được phê duyệt là 290 triệu đồng."",""start"":105,""versionId"":""version-gold-010-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-010-v1""],""currentVersionId"":""version-gold-010-v1"",""logicalDocumentId"":""logical-gold-010""}"	{}	"{""gold-001"":1,""gold-010"":3,""gold-019"":1}"
q-0076	ngan sach ho so hs-2026-010 bao nhieu	diacritic_variant	gold-010	3	answer	105	163		Ngân sách được phê duyệt là 290 triệu đồng.	Ngân sách được phê duyệt là 290 triệu đồng.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""4187e4caaf8324e1e0d6f3ab5c3eb64f01f33cea50aafa0a9e6da82e5587b054"",""documentId"":""gold-010"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":163,""isCurrent"":true,""logicalDocumentId"":""logical-gold-010"",""page"":null,""quote"":""Ngân sách được phê duyệt là 290 triệu đồng."",""start"":105,""versionId"":""version-gold-010-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-010-v1""],""currentVersionId"":""version-gold-010-v1"",""logicalDocumentId"":""logical-gold-010""}"	{}	"{""gold-001"":1,""gold-010"":3,""gold-019"":1}"
q-0077	Trong kế hoạch triển khai quy trình mua sắm, để bố trí nguồn lực và báo cáo tiến độ đúng hạn, hồ sơ HS-2026-010 phải hoàn tất chính xác vào ngày nào?	long_context	gold-010	3	answer	165	216		Hạn hoàn tất là ngày 14 tháng 11 năm 2026.	Hạn hoàn tất là ngày 14 tháng 11 năm 2026.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""4187e4caaf8324e1e0d6f3ab5c3eb64f01f33cea50aafa0a9e6da82e5587b054"",""documentId"":""gold-010"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":216,""isCurrent"":true,""logicalDocumentId"":""logical-gold-010"",""page"":null,""quote"":""Hạn hoàn tất là ngày 14 tháng 11 năm 2026."",""start"":165,""versionId"":""version-gold-010-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-010-v1""],""currentVersionId"":""version-gold-010-v1"",""logicalDocumentId"":""logical-gold-010""}"	{}	"{""gold-001"":1,""gold-010"":3,""gold-019"":1}"
q-0078	han hoan tat hs-2026-010 la ngay nao	diacritic_variant	gold-010	3	answer	165	216		Hạn hoàn tất là ngày 14 tháng 11 năm 2026.	Hạn hoàn tất là ngày 14 tháng 11 năm 2026.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""4187e4caaf8324e1e0d6f3ab5c3eb64f01f33cea50aafa0a9e6da82e5587b054"",""documentId"":""gold-010"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":216,""isCurrent"":true,""logicalDocumentId"":""logical-gold-010"",""page"":null,""quote"":""Hạn hoàn tất là ngày 14 tháng 11 năm 2026."",""start"":165,""versionId"":""version-gold-010-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-010-v1""],""currentVersionId"":""version-gold-010-v1"",""logicalDocumentId"":""logical-gold-010""}"	{}	"{""gold-001"":1,""gold-010"":3,""gold-019"":1}"
q-0079	Đơn vị nào phụ trách hồ sơ HS-2026-010?	named_entity	gold-010	3	answer	218	278		Đơn vị phụ trách là Ban Quản lý dự án (BQLDA).	Đơn vị phụ trách là Ban Quản lý dự án (BQLDA).	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""4187e4caaf8324e1e0d6f3ab5c3eb64f01f33cea50aafa0a9e6da82e5587b054"",""documentId"":""gold-010"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":278,""isCurrent"":true,""logicalDocumentId"":""logical-gold-010"",""page"":null,""quote"":""Đơn vị phụ trách là Ban Quản lý dự án (BQLDA)."",""start"":218,""versionId"":""version-gold-010-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-010-v1""],""currentVersionId"":""version-gold-010-v1"",""logicalDocumentId"":""logical-gold-010""}"	{}	"{""gold-001"":1,""gold-010"":3,""gold-019"":1}"
q-0080	BQLDA phụ trách hồ sơ HS-2026-010 phải không?	abbreviation	gold-010	3	answer	218	278		Đơn vị phụ trách là Ban Quản lý dự án (BQLDA).	Đơn vị phụ trách là Ban Quản lý dự án (BQLDA).	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""4187e4caaf8324e1e0d6f3ab5c3eb64f01f33cea50aafa0a9e6da82e5587b054"",""documentId"":""gold-010"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":278,""isCurrent"":true,""logicalDocumentId"":""logical-gold-010"",""page"":null,""quote"":""Đơn vị phụ trách là Ban Quản lý dự án (BQLDA)."",""start"":218,""versionId"":""version-gold-010-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-010-v1""],""currentVersionId"":""version-gold-010-v1"",""logicalDocumentId"":""logical-gold-010""}"	{}	"{""gold-001"":1,""gold-010"":3,""gold-019"":1}"
q-0081	Mã hồ sơ của “Hồ sơ kiểm soát truy cập số 11” là gì?	named_entity	gold-011	3	answer	77	106		Mã hồ sơ là HS-2027-011.	Mã hồ sơ là HS-2027-011.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""dc5cd796cacc335b24bce640a55f97c2e2caaee58a61438782e3f16f89ef109c"",""documentId"":""gold-011"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":106,""isCurrent"":true,""logicalDocumentId"":""logical-gold-011"",""page"":null,""quote"":""Mã hồ sơ là HS-2027-011."",""start"":77,""versionId"":""version-gold-011-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-011-v1""],""currentVersionId"":""version-gold-011-v1"",""logicalDocumentId"":""logical-gold-011""}"	{}	"{""gold-002"":1,""gold-011"":3,""gold-020"":1}"
q-0082	ma ho so cua ho so kiem soat truy cap so 11 la gi	diacritic_variant	gold-011	3	answer	77	106		Mã hồ sơ là HS-2027-011.	Mã hồ sơ là HS-2027-011.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""dc5cd796cacc335b24bce640a55f97c2e2caaee58a61438782e3f16f89ef109c"",""documentId"":""gold-011"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":106,""isCurrent"":true,""logicalDocumentId"":""logical-gold-011"",""page"":null,""quote"":""Mã hồ sơ là HS-2027-011."",""start"":77,""versionId"":""version-gold-011-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-011-v1""],""currentVersionId"":""version-gold-011-v1"",""logicalDocumentId"":""logical-gold-011""}"	{}	"{""gold-002"":1,""gold-011"":3,""gold-020"":1}"
q-0083	Ngân sách của hồ sơ HS-2027-011 là bao nhiêu?	table_numeric	gold-011	3	answer	108	166		Ngân sách được phê duyệt là 307 triệu đồng.	Ngân sách được phê duyệt là 307 triệu đồng.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""dc5cd796cacc335b24bce640a55f97c2e2caaee58a61438782e3f16f89ef109c"",""documentId"":""gold-011"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":166,""isCurrent"":true,""logicalDocumentId"":""logical-gold-011"",""page"":null,""quote"":""Ngân sách được phê duyệt là 307 triệu đồng."",""start"":108,""versionId"":""version-gold-011-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-011-v1""],""currentVersionId"":""version-gold-011-v1"",""logicalDocumentId"":""logical-gold-011""}"	{}	"{""gold-002"":1,""gold-011"":3,""gold-020"":1}"
q-0084	ngan sach ho so hs-2027-011 bao nhieu	diacritic_variant	gold-011	3	answer	108	166		Ngân sách được phê duyệt là 307 triệu đồng.	Ngân sách được phê duyệt là 307 triệu đồng.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""dc5cd796cacc335b24bce640a55f97c2e2caaee58a61438782e3f16f89ef109c"",""documentId"":""gold-011"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":166,""isCurrent"":true,""logicalDocumentId"":""logical-gold-011"",""page"":null,""quote"":""Ngân sách được phê duyệt là 307 triệu đồng."",""start"":108,""versionId"":""version-gold-011-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-011-v1""],""currentVersionId"":""version-gold-011-v1"",""logicalDocumentId"":""logical-gold-011""}"	{}	"{""gold-002"":1,""gold-011"":3,""gold-020"":1}"
q-0085	Trong kế hoạch triển khai kiểm soát truy cập, để bố trí nguồn lực và báo cáo tiến độ đúng hạn, hồ sơ HS-2027-011 phải hoàn tất chính xác vào ngày nào?	long_context	gold-011	3	answer	168	219		Hạn hoàn tất là ngày 15 tháng 07 năm 2026.	Hạn hoàn tất là ngày 15 tháng 07 năm 2026.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""dc5cd796cacc335b24bce640a55f97c2e2caaee58a61438782e3f16f89ef109c"",""documentId"":""gold-011"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":219,""isCurrent"":true,""logicalDocumentId"":""logical-gold-011"",""page"":null,""quote"":""Hạn hoàn tất là ngày 15 tháng 07 năm 2026."",""start"":168,""versionId"":""version-gold-011-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-011-v1""],""currentVersionId"":""version-gold-011-v1"",""logicalDocumentId"":""logical-gold-011""}"	{}	"{""gold-002"":1,""gold-011"":3,""gold-020"":1}"
q-0086	han hoan tat hs-2027-011 la ngay nao	diacritic_variant	gold-011	3	answer	168	219		Hạn hoàn tất là ngày 15 tháng 07 năm 2026.	Hạn hoàn tất là ngày 15 tháng 07 năm 2026.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""dc5cd796cacc335b24bce640a55f97c2e2caaee58a61438782e3f16f89ef109c"",""documentId"":""gold-011"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":219,""isCurrent"":true,""logicalDocumentId"":""logical-gold-011"",""page"":null,""quote"":""Hạn hoàn tất là ngày 15 tháng 07 năm 2026."",""start"":168,""versionId"":""version-gold-011-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-011-v1""],""currentVersionId"":""version-gold-011-v1"",""logicalDocumentId"":""logical-gold-011""}"	{}	"{""gold-002"":1,""gold-011"":3,""gold-020"":1}"
q-0087	Đơn vị nào phụ trách hồ sơ HS-2027-011?	named_entity	gold-011	3	answer	221	274		Đơn vị phụ trách là Phòng Tài chính (PTC).	Đơn vị phụ trách là Phòng Tài chính (PTC).	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""dc5cd796cacc335b24bce640a55f97c2e2caaee58a61438782e3f16f89ef109c"",""documentId"":""gold-011"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":274,""isCurrent"":true,""logicalDocumentId"":""logical-gold-011"",""page"":null,""quote"":""Đơn vị phụ trách là Phòng Tài chính (PTC)."",""start"":221,""versionId"":""version-gold-011-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-011-v1""],""currentVersionId"":""version-gold-011-v1"",""logicalDocumentId"":""logical-gold-011""}"	{}	"{""gold-002"":1,""gold-011"":3,""gold-020"":1}"
q-0088	PTC phụ trách hồ sơ HS-2027-011 phải không?	abbreviation	gold-011	3	answer	221	274		Đơn vị phụ trách là Phòng Tài chính (PTC).	Đơn vị phụ trách là Phòng Tài chính (PTC).	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""dc5cd796cacc335b24bce640a55f97c2e2caaee58a61438782e3f16f89ef109c"",""documentId"":""gold-011"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":274,""isCurrent"":true,""logicalDocumentId"":""logical-gold-011"",""page"":null,""quote"":""Đơn vị phụ trách là Phòng Tài chính (PTC)."",""start"":221,""versionId"":""version-gold-011-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-011-v1""],""currentVersionId"":""version-gold-011-v1"",""logicalDocumentId"":""logical-gold-011""}"	{}	"{""gold-002"":1,""gold-011"":3,""gold-020"":1}"
q-0089	Mã hồ sơ của “Hồ sơ đào tạo nhân sự số 12” là gì?	named_entity	gold-012	3	answer	76	105		Mã hồ sơ là HS-2028-012.	Mã hồ sơ là HS-2028-012.	"[{""chunkId"":null,""citationId"":""CITE-0001"",""contentSha256"":""b7d9bddc9183aece26909bc26f43055a6664e7100f6a71cdaa54cf3a84ca0f1b"",""documentId"":""gold-012"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":105,""isCurrent"":true,""logicalDocumentId"":""logical-gold-012"",""page"":null,""quote"":""Mã hồ sơ là HS-2028-012."",""start"":76,""versionId"":""version-gold-012-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-012-v1""],""currentVersionId"":""version-gold-012-v1"",""logicalDocumentId"":""logical-gold-012""}"	{}	"{""gold-003"":1,""gold-012"":3,""gold-021"":1}"
