query_id	query	category	expected_doc	relevance	answer_mode	span_start	span_end	page	answer_text	expected_answer	citations	version_mode	query_time	as_of	version_context	conflict_context	judgments
q-0205	Các hồ sơ nào liên quan đến đào tạo nhân sự?	multi_doc	gold-003	2	document_list					Các hồ sơ liên quan gồm: Hồ sơ đào tạo nhân sự số 03 (HS-2028-003); Hồ sơ đào tạo nhân sự số 12 (HS-2028-012); Hồ sơ đào tạo nhân sự số 21 (HS-2028-021).	"[{""chunkId"":""4f023c4012174136412c629ead25325ee2a43dffa959d6511cc116b2bb0fca4b"",""citationId"":""CITE-0001"",""contentSha256"":""866aa54efba46c53bff11e0690125bf16cea088c8ed70cb7c39cf63ffc318789"",""documentId"":""gold-003"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":105,""isCurrent"":true,""logicalDocumentId"":""logical-gold-003"",""page"":1,""quote"":""Mã hồ sơ là HS-2028-003."",""start"":76,""versionId"":""version-gold-003-v1"",""versionNumber"":1},{""chunkId"":""993ea7827931a240b7271c31b099962c73e223f31a4f595b3b4da831866922f0"",""citationId"":""CITE-0002"",""contentSha256"":""b7d9bddc9183aece26909bc26f43055a6664e7100f6a71cdaa54cf3a84ca0f1b"",""documentId"":""gold-012"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":105,""isCurrent"":true,""logicalDocumentId"":""logical-gold-012"",""page"":null,""quote"":""Mã hồ sơ là HS-2028-012."",""start"":76,""versionId"":""version-gold-012-v1"",""versionNumber"":1},{""chunkId"":""bd5b93b3d42e07936468958b060be7cf49542ac11af5aa4643edb55342db146a"",""citationId"":""CITE-0003"",""contentSha256"":""fdee39297ced2f69b955b5caef41efd691d64121177bb4ecf375ab59f84b01b5"",""documentId"":""gold-021"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":105,""isCurrent"":true,""logicalDocumentId"":""logical-gold-021"",""page"":null,""quote"":""Mã hồ sơ là HS-2028-021."",""start"":76,""versionId"":""version-gold-021-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-003-v1"",""version-gold-012-v1"",""version-gold-021-v1""],""currentVersionIds"":[""version-gold-003-v1"",""version-gold-012-v1"",""version-gold-021-v1""],""logicalDocumentIds"":[""logical-gold-003"",""logical-gold-012"",""logical-gold-021""]}"	{}	"{""gold-003"":2,""gold-012"":2,""gold-021"":2}"
q-0221	Kinh phí hiện tại của quy định chuyển đổi số là bao nhiêu?	temporal_current	gold-budget-v2	3	versioned_answer					Kinh phí hiện tại là 15 triệu đồng theo phiên bản 2, có hiệu lực từ ngày 01 tháng 07 năm 2026.	"[{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0001"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":186,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 15 triệu đồng."",""start"":131,""versionId"":""version-budget-v2"",""versionNumber"":2},{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0002"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":254,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Phiên bản 2 có hiệu lực từ ngày 01 tháng 07 năm 2026."",""start"":188,""versionId"":""version-budget-v2"",""versionNumber"":2}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""citedVersionIds"":[""version-budget-v2""],""currentVersionId"":""version-budget-v2"",""history"":[{""changeSummary"":""Phiên bản đầu tiên, kinh phí 10 triệu đồng."",""effectiveAt"":""2026-01-01T00:00:00Z"",""isCurrent"":false,""versionId"":""version-budget-v1"",""versionNumber"":1},{""changeSummary"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""effectiveAt"":""2026-07-01T00:00:00Z"",""isCurrent"":true,""versionId"":""version-budget-v2"",""versionNumber"":2}],""logicalDocumentId"":""logical-budget-policy""}"	{}	"{""gold-budget-v1"":1,""gold-budget-v2"":3}"
q-0222	kinh phi hien tai theo phien ban dang hieu luc	temporal_current	gold-budget-v2	3	versioned_answer					Kinh phí hiện tại là 15 triệu đồng theo phiên bản 2, có hiệu lực từ ngày 01 tháng 07 năm 2026.	"[{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0001"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":186,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 15 triệu đồng."",""start"":131,""versionId"":""version-budget-v2"",""versionNumber"":2},{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0002"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":254,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Phiên bản 2 có hiệu lực từ ngày 01 tháng 07 năm 2026."",""start"":188,""versionId"":""version-budget-v2"",""versionNumber"":2}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""citedVersionIds"":[""version-budget-v2""],""currentVersionId"":""version-budget-v2"",""history"":[{""changeSummary"":""Phiên bản đầu tiên, kinh phí 10 triệu đồng."",""effectiveAt"":""2026-01-01T00:00:00Z"",""isCurrent"":false,""versionId"":""version-budget-v1"",""versionNumber"":1},{""changeSummary"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""effectiveAt"":""2026-07-01T00:00:00Z"",""isCurrent"":true,""versionId"":""version-budget-v2"",""versionNumber"":2}],""logicalDocumentId"":""logical-budget-policy""}"	{}	"{""gold-budget-v1"":1,""gold-budget-v2"":3}"
q-0223	Ngày 01/03/2026 kinh phí được phê duyệt là bao nhiêu?	temporal_as_of	gold-budget-v1	3	versioned_answer					Tại ngày 01/03/2026, kinh phí là 10 triệu đồng theo phiên bản 1.	"[{""chunkId"":""593c558dddd4220ba5afc284b7f94c7c36a4f6e29a16ba2075911bfd4b53ca4e"",""citationId"":""CITE-0001"",""contentSha256"":""d1223693d889473a57d7960f1155b43afb2a18b34b8f306f45511e651cf418f1"",""documentId"":""gold-budget-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":186,""isCurrent"":false,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 10 triệu đồng."",""start"":131,""versionId"":""version-budget-v1"",""versionNumber"":1},{""chunkId"":""593c558dddd4220ba5afc284b7f94c7c36a4f6e29a16ba2075911bfd4b53ca4e"",""citationId"":""CITE-0002"",""contentSha256"":""d1223693d889473a57d7960f1155b43afb2a18b34b8f306f45511e651cf418f1"",""documentId"":""gold-budget-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":254,""isCurrent"":false,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Phiên bản 1 có hiệu lực từ ngày 01 tháng 01 năm 2026."",""start"":188,""versionId"":""version-budget-v1"",""versionNumber"":1}]"	as_of	2026-07-18T00:00:00Z	2026-03-01T00:00:00Z	"{""changeNote"":"""",""citedVersionIds"":[""version-budget-v1""],""currentVersionId"":""version-budget-v2"",""history"":[{""changeSummary"":""Phiên bản đầu tiên, kinh phí 10 triệu đồng."",""effectiveAt"":""2026-01-01T00:00:00Z"",""isCurrent"":false,""versionId"":""version-budget-v1"",""versionNumber"":1},{""changeSummary"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""effectiveAt"":""2026-07-01T00:00:00Z"",""isCurrent"":true,""versionId"":""version-budget-v2"",""versionNumber"":2}],""logicalDocumentId"":""logical-budget-policy""}"	{}	"{""gold-budget-v1"":3,""gold-budget-v2"":1}"
q-0224	Trước ngày 01/07/2026 quy định ghi nhận mức kinh phí nào?	temporal_as_of	gold-budget-v1	3	versioned_answer					Tại thời điểm 30/06/2026, kinh phí vẫn là 10 triệu đồng theo phiên bản 1.	"[{""chunkId"":""593c558dddd4220ba5afc284b7f94c7c36a4f6e29a16ba2075911bfd4b53ca4e"",""citationId"":""CITE-0001"",""contentSha256"":""d1223693d889473a57d7960f1155b43afb2a18b34b8f306f45511e651cf418f1"",""documentId"":""gold-budget-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":186,""isCurrent"":false,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 10 triệu đồng."",""start"":131,""versionId"":""version-budget-v1"",""versionNumber"":1},{""chunkId"":""593c558dddd4220ba5afc284b7f94c7c36a4f6e29a16ba2075911bfd4b53ca4e"",""citationId"":""CITE-0002"",""contentSha256"":""d1223693d889473a57d7960f1155b43afb2a18b34b8f306f45511e651cf418f1"",""documentId"":""gold-budget-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":254,""isCurrent"":false,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Phiên bản 1 có hiệu lực từ ngày 01 tháng 01 năm 2026."",""start"":188,""versionId"":""version-budget-v1"",""versionNumber"":1}]"	as_of	2026-07-18T00:00:00Z	2026-06-30T23:59:59Z	"{""changeNote"":"""",""citedVersionIds"":[""version-budget-v1""],""currentVersionId"":""version-budget-v2"",""history"":[{""changeSummary"":""Phiên bản đầu tiên, kinh phí 10 triệu đồng."",""effectiveAt"":""2026-01-01T00:00:00Z"",""isCurrent"":false,""versionId"":""version-budget-v1"",""versionNumber"":1},{""changeSummary"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""effectiveAt"":""2026-07-01T00:00:00Z"",""isCurrent"":true,""versionId"":""version-budget-v2"",""versionNumber"":2}],""logicalDocumentId"":""logical-budget-policy""}"	{}	"{""gold-budget-v1"":3,""gold-budget-v2"":1}"
q-0225	Kinh phí đã thay đổi thế nào giữa phiên bản 1 và phiên bản hiện tại?	version_compare	gold-budget-v2	3	version_compare					Kinh phí tăng từ 10 triệu đồng ở phiên bản 1 lên 15 triệu đồng ở phiên bản 2, tức tăng 5 triệu đồng.	"[{""chunkId"":""593c558dddd4220ba5afc284b7f94c7c36a4f6e29a16ba2075911bfd4b53ca4e"",""citationId"":""CITE-0001"",""contentSha256"":""d1223693d889473a57d7960f1155b43afb2a18b34b8f306f45511e651cf418f1"",""documentId"":""gold-budget-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":186,""isCurrent"":false,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 10 triệu đồng."",""start"":131,""versionId"":""version-budget-v1"",""versionNumber"":1},{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0002"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":186,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 15 triệu đồng."",""start"":131,""versionId"":""version-budget-v2"",""versionNumber"":2},{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0003"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":373,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""So với phiên bản 1, kinh phí tăng thêm 5 triệu đồng."",""start"":308,""versionId"":""version-budget-v2"",""versionNumber"":2}]"	compare	2026-07-18T00:00:00Z		"{""changeNote"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""citedVersionIds"":[""version-budget-v1"",""version-budget-v2""],""currentVersionId"":""version-budget-v2"",""history"":[{""changeSummary"":""Phiên bản đầu tiên, kinh phí 10 triệu đồng."",""effectiveAt"":""2026-01-01T00:00:00Z"",""isCurrent"":false,""versionId"":""version-budget-v1"",""versionNumber"":1},{""changeSummary"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""effectiveAt"":""2026-07-01T00:00:00Z"",""isCurrent"":true,""versionId"":""version-budget-v2"",""versionNumber"":2}],""logicalDocumentId"":""logical-budget-policy""}"	{}	"{""gold-budget-v1"":3,""gold-budget-v2"":3}"
q-0226	Mức kinh phí tăng thêm bao nhiêu sau lần cập nhật gần nhất?	version_compare	gold-budget-v2	3	version_compare					Kinh phí tăng từ 10 triệu đồng ở phiên bản 1 lên 15 triệu đồng ở phiên bản 2, tức tăng 5 triệu đồng.	"[{""chunkId"":""593c558dddd4220ba5afc284b7f94c7c36a4f6e29a16ba2075911bfd4b53ca4e"",""citationId"":""CITE-0001"",""contentSha256"":""d1223693d889473a57d7960f1155b43afb2a18b34b8f306f45511e651cf418f1"",""documentId"":""gold-budget-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":186,""isCurrent"":false,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 10 triệu đồng."",""start"":131,""versionId"":""version-budget-v1"",""versionNumber"":1},{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0002"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":186,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 15 triệu đồng."",""start"":131,""versionId"":""version-budget-v2"",""versionNumber"":2},{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0003"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":373,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""So với phiên bản 1, kinh phí tăng thêm 5 triệu đồng."",""start"":308,""versionId"":""version-budget-v2"",""versionNumber"":2}]"	compare	2026-07-18T00:00:00Z		"{""changeNote"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""citedVersionIds"":[""version-budget-v1"",""version-budget-v2""],""currentVersionId"":""version-budget-v2"",""history"":[{""changeSummary"":""Phiên bản đầu tiên, kinh phí 10 triệu đồng."",""effectiveAt"":""2026-01-01T00:00:00Z"",""isCurrent"":false,""versionId"":""version-budget-v1"",""versionNumber"":1},{""changeSummary"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""effectiveAt"":""2026-07-01T00:00:00Z"",""isCurrent"":true,""versionId"":""version-budget-v2"",""versionNumber"":2}],""logicalDocumentId"":""logical-budget-policy""}"	{}	"{""gold-budget-v1"":3,""gold-budget-v2"":3}"
q-0227	So sánh kinh phí cũ và mới của quy định chuyển đổi số.	version_compare	gold-budget-v2	3	version_compare					Kinh phí tăng từ 10 triệu đồng ở phiên bản 1 lên 15 triệu đồng ở phiên bản 2, tức tăng 5 triệu đồng.	"[{""chunkId"":""593c558dddd4220ba5afc284b7f94c7c36a4f6e29a16ba2075911bfd4b53ca4e"",""citationId"":""CITE-0001"",""contentSha256"":""d1223693d889473a57d7960f1155b43afb2a18b34b8f306f45511e651cf418f1"",""documentId"":""gold-budget-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":186,""isCurrent"":false,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 10 triệu đồng."",""start"":131,""versionId"":""version-budget-v1"",""versionNumber"":1},{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0002"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":186,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 15 triệu đồng."",""start"":131,""versionId"":""version-budget-v2"",""versionNumber"":2},{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0003"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":373,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""So với phiên bản 1, kinh phí tăng thêm 5 triệu đồng."",""start"":308,""versionId"":""version-budget-v2"",""versionNumber"":2}]"	compare	2026-07-18T00:00:00Z		"{""changeNote"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""citedVersionIds"":[""version-budget-v1"",""version-budget-v2""],""currentVersionId"":""version-budget-v2"",""history"":[{""changeSummary"":""Phiên bản đầu tiên, kinh phí 10 triệu đồng."",""effectiveAt"":""2026-01-01T00:00:00Z"",""isCurrent"":false,""versionId"":""version-budget-v1"",""versionNumber"":1},{""changeSummary"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""effectiveAt"":""2026-07-01T00:00:00Z"",""isCurrent"":true,""versionId"":""version-budget-v2"",""versionNumber"":2}],""logicalDocumentId"":""logical-budget-policy""}"	{}	"{""gold-budget-v1"":3,""gold-budget-v2"":3}"
q-0228	Lịch sử thay đổi kinh phí của quy định này là gì?	version_history	gold-budget-v2	3	version_history					Phiên bản 1 áp dụng mức 10 triệu đồng từ 01/01/2026; phiên bản 2 nâng lên 15 triệu đồng từ 01/07/2026.	"[{""chunkId"":""593c558dddd4220ba5afc284b7f94c7c36a4f6e29a16ba2075911bfd4b53ca4e"",""citationId"":""CITE-0001"",""contentSha256"":""d1223693d889473a57d7960f1155b43afb2a18b34b8f306f45511e651cf418f1"",""documentId"":""gold-budget-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":186,""isCurrent"":false,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 10 triệu đồng."",""start"":131,""versionId"":""version-budget-v1"",""versionNumber"":1},{""chunkId"":""593c558dddd4220ba5afc284b7f94c7c36a4f6e29a16ba2075911bfd4b53ca4e"",""citationId"":""CITE-0002"",""contentSha256"":""d1223693d889473a57d7960f1155b43afb2a18b34b8f306f45511e651cf418f1"",""documentId"":""gold-budget-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":254,""isCurrent"":false,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Phiên bản 1 có hiệu lực từ ngày 01 tháng 01 năm 2026."",""start"":188,""versionId"":""version-budget-v1"",""versionNumber"":1},{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0003"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":186,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 15 triệu đồng."",""start"":131,""versionId"":""version-budget-v2"",""versionNumber"":2},{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0004"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":254,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Phiên bản 2 có hiệu lực từ ngày 01 tháng 07 năm 2026."",""start"":188,""versionId"":""version-budget-v2"",""versionNumber"":2}]"	history	2026-07-18T00:00:00Z		"{""changeNote"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""citedVersionIds"":[""version-budget-v1"",""version-budget-v2""],""currentVersionId"":""version-budget-v2"",""history"":[{""changeSummary"":""Phiên bản đầu tiên, kinh phí 10 triệu đồng."",""effectiveAt"":""2026-01-01T00:00:00Z"",""isCurrent"":false,""versionId"":""version-budget-v1"",""versionNumber"":1},{""changeSummary"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""effectiveAt"":""2026-07-01T00:00:00Z"",""isCurrent"":true,""versionId"":""version-budget-v2"",""versionNumber"":2}],""logicalDocumentId"":""logical-budget-policy""}"	{}	"{""gold-budget-v1"":3,""gold-budget-v2"":3}"
q-0229	Phiên bản hiện tại có hiệu lực từ khi nào?	temporal_current	gold-budget-v2	3	versioned_answer					Phiên bản hiện tại là phiên bản 2, có hiệu lực từ ngày 01 tháng 07 năm 2026.	"[{""chunkId"":""67a5e1082b826affa2d6246558d5a395e5908523509a43dc6ccd7a047ddace70"",""citationId"":""CITE-0001"",""contentSha256"":""ab53faf943b8f94143e05783bd658fabffb1ba27777008ef926e448826c1ed5b"",""documentId"":""gold-budget-v2"",""effectiveAt"":""2026-07-01T00:00:00Z"",""end"":254,""isCurrent"":true,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Phiên bản 2 có hiệu lực từ ngày 01 tháng 07 năm 2026."",""start"":188,""versionId"":""version-budget-v2"",""versionNumber"":2}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""citedVersionIds"":[""version-budget-v2""],""currentVersionId"":""version-budget-v2"",""history"":[{""changeSummary"":""Phiên bản đầu tiên, kinh phí 10 triệu đồng."",""effectiveAt"":""2026-01-01T00:00:00Z"",""isCurrent"":false,""versionId"":""version-budget-v1"",""versionNumber"":1},{""changeSummary"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""effectiveAt"":""2026-07-01T00:00:00Z"",""isCurrent"":true,""versionId"":""version-budget-v2"",""versionNumber"":2}],""logicalDocumentId"":""logical-budget-policy""}"	{}	"{""gold-budget-v1"":1,""gold-budget-v2"":3}"
q-0230	Phiên bản 1 quy định mức kinh phí bao nhiêu?	temporal_as_of	gold-budget-v1	3	versioned_answer					Phiên bản 1 quy định kinh phí 10 triệu đồng.	"[{""chunkId"":""593c558dddd4220ba5afc284b7f94c7c36a4f6e29a16ba2075911bfd4b53ca4e"",""citationId"":""CITE-0001"",""contentSha256"":""d1223693d889473a57d7960f1155b43afb2a18b34b8f306f45511e651cf418f1"",""documentId"":""gold-budget-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":186,""isCurrent"":false,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 10 triệu đồng."",""start"":131,""versionId"":""version-budget-v1"",""versionNumber"":1}]"	as_of	2026-07-18T00:00:00Z	2026-01-01T00:00:00Z	"{""changeNote"":"""",""citedVersionIds"":[""version-budget-v1""],""currentVersionId"":""version-budget-v2"",""history"":[{""changeSummary"":""Phiên bản đầu tiên, kinh phí 10 triệu đồng."",""effectiveAt"":""2026-01-01T00:00:00Z"",""isCurrent"":false,""versionId"":""version-budget-v1"",""versionNumber"":1},{""changeSummary"":""Tăng kinh phí từ 10 lên 15 triệu đồng, hiệu lực từ 01/07/2026."",""effectiveAt"":""2026-07-01T00:00:00Z"",""isCurrent"":true,""versionId"":""version-budget-v2"",""versionNumber"":2}],""logicalDocumentId"":""logical-budget-policy""}"	{}	"{""gold-budget-v1"":3,""gold-budget-v2"":1}"
q-0231	Ở phiên bản 1, tài liệu BA và thiết kế có mâu thuẫn kinh phí không?	conflict_as_of	gold-budget-v1	3	conflict_warning					Có conflict ở phiên bản 1: BA phê duyệt 10 triệu đồng nhưng thiết kế phân bổ 15 triệu đồng, chênh lệch 5 triệu đồng.	"[{""chunkId"":""593c558dddd4220ba5afc284b7f94c7c36a4f6e29a16ba2075911bfd4b53ca4e"",""citationId"":""CITE-0001"",""contentSha256"":""d1223693d889473a57d7960f1155b43afb2a18b34b8f306f45511e651cf418f1"",""documentId"":""gold-budget-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":186,""isCurrent"":false,""logicalDocumentId"":""logical-budget-policy"",""page"":null,""quote"":""Kinh phí được phê duyệt là 10 triệu đồng."",""start"":131,""versionId"":""version-budget-v1"",""versionNumber"":1},{""chunkId"":""fc812e76632cf9a2c9a810f47c72547c6a53a37c35e05c9e6d24d5efd10e536a"",""citationId"":""CITE-0002"",""contentSha256"":""4831ea41d5e6f20b68feaef6a4200c8b3b33004909f329d7f05d59416888eece"",""documentId"":""gold-design-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":188,""isCurrent"":false,""logicalDocumentId"":""logical-budget-design"",""page"":null,""quote"":""Thiết kế phân bổ kinh phí 15 triệu đồng."",""start"":135,""versionId"":""version-design-v1"",""versionNumber"":1},{""chunkId"":""fc812e76632cf9a2c9a810f47c72547c6a53a37c35e05c9e6d24d5efd10e536a"",""citationId"":""CITE-0003"",""contentSha256"":""4831ea41d5e6f20b68feaef6a4200c8b3b33004909f329d7f05d59416888eece"",""documentId"":""gold-design-v1"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":429,""isCurrent"":false,""logicalDocumentId"":""logical-budget-design"",""page"":null,""quote"":""Thiết kế phiên bản 1 cao hơn yêu cầu BA phiên bản 1 là 5 triệu đồng."",""start"":341,""versionId"":""version-design-v1"",""versionNumber"":1}]"	as_of	2026-07-18T00:00:00Z	2026-03-01T00:00:00Z	"{""changeNote"":"""",""citedVersionIds"":[""version-budget-v1"",""version-design-v1""],""currentVersionIds"":[""version-budget-v2"",""version-design-v2""],""logicalDocumentIds"":[""logical-budget-policy"",""logical-budget-design""]}"	"{""authorizedLogicalDocumentIds"":[""logical-budget-policy"",""logical-budget-design""],""claimKey"":""approved_budget_vnd"",""conflictId"":""conflict-budget-001"",""difference"":5,""expectedStatus"":""open_as_of"",""expectedVisibility"":""full"",""severity"":""warning"",""unit"":""million_vnd""}"	"{""gold-budget-v1"":3,""gold-design-v1"":3}"
